Browser,true_x_res,true_y_res,x_adjustment,y_adjustment,Params_TravelTime,Params_yOffset,Params_Reach,Params_ScreenWidth,Params_ScreenHeight,Params_Hz,Params_HzScale,Params_conf_linewidth,params_consent,ConsentLoop.thisRepN,ConsentLoop.thisTrialN,ConsentLoop.thisN,ConsentLoop.thisIndex,ConsentLoop.ran,ConsentLoop.order,participant,Age,Gender,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,Demo_speedCond,Demo_delta,Demo_xposTarget,Demo_yposTarget,Demo_Delay,Demo_AvSpeed,Demo_Success,Demo_motion,Demo_Click,Demo_RTms,Demo_finalX,Demo_finalY,Trial_duration,BlockLoop.thisRepN,BlockLoop.thisTrialN,BlockLoop.thisN,BlockLoop.thisIndex,BlockLoop.ran,BlockLoop.order,DemoLoop.thisRepN,DemoLoop.thisTrialN,DemoLoop.thisN,DemoLoop.thisIndex,DemoLoop.ran,DemoLoop.order,Decision_Delta,Decision_xposTarget,Decision_yposTarget,Decision_SpeedCond,Decision_AvSpeed,Decision_delay,Decision_targetSide,Decision_placement,Decision_initplace,Decision_Driving,Decision_Click,Decision_RTms,Decision_finalX,Decision_finalY,Decision_success,DecisionTrialLoop.thisRepN,DecisionTrialLoop.thisTrialN,DecisionTrialLoop.thisN,DecisionTrialLoop.thisIndex,DecisionTrialLoop.ran,DecisionTrialLoop.order,Confidence_Delta,Confidence_resp,ConfidenceLoop.thisRepN,ConfidenceLoop.thisTrialN,ConfidenceLoop.thisN,ConfidenceLoop.thisIndex,ConfidenceLoop.ran,ConfidenceLoop.order
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,500,-400,0,61,3.5,0,[],[],250.5,-269.5,5.5,6312,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,400,300,0,64,3.5,1,[],[],300.6,259,12.5,4436,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,500,-400,0,128,3.5,0,[],[],250.5,-224,-33,6029,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,200,100,0,102,3.5,1,[],[],267.2,56,2,4681,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,400,-300,0,92,3.5,1,[],[],317.3,-262.5,19.5,4997,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,400,300,0,143,3.5,1,[],[],267.2,259,16,5522,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,400,-300,0,119,3.5,0,[],[],668,-168,-8.5,6466,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,500,400,0,104,3.5,0,[],[],601.2,171.5,-15.5,5087,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,500,-400,0,133,3.5,0,[],[],217.1,-280,12.5,5654,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,300,-200,0,113,3.5,1,[],[],250.5,-157.5,5.5,6394,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,500,400,0,82,3.5,0,[],[],200.4,224,-12,5159,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,200,-100,0,68,3.5,1,[],[],217.1,-56,9,3753,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,300,200,0,111,3.5,1,[],[],384.1,157.5,12.5,6595,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,300,200,0,71,3.5,1,[],[],250.5,157.5,5.5,4481,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,400,300,0,102,3.5,0,[],[],300.6,238,-12,5633,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,200,-100,0,141,3.5,1,[],[],334,-59.5,-15.5,5233,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,300,-200,0,122,3.5,1,[],[],267.2,-157.5,-8.5,6578,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,500,400,0,95,3.5,0,[],[],300.6,220.5,-12,4813,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
